lspcid	name	members
268715	1-methyl-4-{5-methyl-4-thia-2,9-diazatricyclo[8.4.0.0,3,7]tetradeca-1(10),3(7),5,8,11,13-hexaen-8-yl}piperazin-1-ium-1-olate	CHEMBL:CHEMBL440512
268873	NNC 26-9100	CHEBI:CHEBI:92144|CHEMBL:CHEMBL103769|PUBCHEM:9893924
268912	KN1022	CHEMBL:CHEMBL99743
268960	Co 101244 hydrochloride	CHEBI:CHEBI:92975|CHEMBL:CHEMBL317229|PUBCHEM:6918409
269069	p38-? MAPK-IN-1	CHEMBL:CHEMBL101035
269086	RIP	CHEMBL:CHEMBL413534
269087	CGP-2928	CHEMBL:CHEMBL216847
269198	L-826141	CHEMBL:CHEMBL323312
269273	KN734	CHEMBL:CHEMBL102301
269316	LEXIPAFANT	CHEMBL:CHEMBL322832
269476	LAVENDUSTIN A	CHEBI:CHEBI:92413|CHEMBL:CHEMBL103552|PUBCHEM:3894
269477	LAVENDUSTIN C	CHEBI:CHEBI:94752|CHEMBL:CHEMBL319620|PUBCHEM:3896
269498	7-HYDROXYTACRINE	CHEMBL:CHEMBL1127
269724	7-methyl-1,8-naphthyridin-4-ol	CHEMBL:CHEMBL103553
269786	L-703,664 succinate	CHEMBL:CHEMBL103205
269843	6-methoxyquinoline-2,4-diol	CHEMBL:CHEMBL100112
269995	diethyl (3-oxopropyl)phosphonate	CHEMBL:CHEMBL316980
270100	Indan-2,2-Dicarboxylic Acid Benzylamide Hydroxyamide	CHEMBL:CHEMBL100678
270327	AGN-193836	CHEMBL:CHEMBL439780
270375	SB-742864	CHEMBL:CHEMBL103080
270445	SB-738482	CHEMBL:CHEMBL103098
270508	SB-735467	CHEMBL:CHEMBL419903
270594	AGN-193835	CHEMBL:CHEMBL317873
270636	Docosatetra-7Z,10Z,13Z,16Z-Enoyl Ethanolamide	CAS:150314-35-5|CHEBI:CHEBI:34478|CHEMBL:CHEMBL321585|PUBCHEM:5282273
270683	2-bromo-1-(naphthalen-2-yl)ethan-1-one	CHEMBL:CHEMBL101423
270700	2-bromo-1-(4-nitrophenyl)ethan-1-one	CHEMBL:CHEMBL106072
270704	2-chloro-1-(2,4-difluorophenyl)ethan-1-one	CHEMBL:CHEMBL105349
270708	A-425619	CHEMBL:CHEMBL104028
270738	PHENACYL CHLORIDE	CHEMBL:CHEMBL105712
270759	2-bromo-1-(pyridin-2-yl)ethan-1-one hydrobromide	CHEMBL:CHEMBL102443
270773	2-chloro-1-(3,4-dihydroxyphenyl)ethan-1-one	CAS:99-40-1|CHEBI:CHEBI:51844|CHEMBL:CHEMBL105609|PUBCHEM:66834
270775	2-chloro-1-(4-fluorophenyl)ethan-1-one	CHEMBL:CHEMBL105037
270789	2-bromo-1-(4-phenylphenyl)ethan-1-one	CHEMBL:CHEMBL413032
270811	2-Bromo-4'-hydroxyacetophenone	CHEMBL:CHEMBL102952
270812	PTP inhibitor 1	CHEMBL:CHEMBL103009
270865	2-bromo-1-(4-fluorophenyl)ethan-1-one	CHEMBL:CHEMBL317046
270879	SB-743899	CHEMBL:CHEMBL101804
271097	LY-334370	CHEMBL:CHEMBL101690
271193	SB-742865	CHEMBL:CHEMBL102936
271269	ER-33635	CHEMBL:CHEMBL432592
271388	2-Naphthimidamide	CHEMBL:CHEMBL105171
271468	NSC-694615	CHEMBL:CHEMBL101422
271734	DIMETHYLAMINOETHANOL	CAS:108-01-0|CHEBI:CHEBI:271436|CHEMBL:CHEMBL1135|DRUGBANK:DB13352|HMDB:HMDB0032231|MESH:D003642|PUBCHEM:7902
271827	OPC-31260	CHEMBL:CHEMBL106229
271981	FLAVOKAWAIN B	CAS:1175-97-9|CHEBI:CHEBI:65899|CHEMBL:CHEMBL104255|HMDB:HMDB0033691|PUBCHEM:5356121
272015	2',4'-DIHYDROXYCHALCONE	CHEMBL:CHEMBL105310
272204	DEHYDROZINGERONE	CAS:1080-12-2|CHEBI:CHEBI:81361|CHEMBL:CHEMBL106509|PUBCHEM:5354238
272374	4-[(2-Hydroxyethyl)Thio]Benzenesulfonamide	CHEMBL:CHEMBL106848
272460	LY-181837	CHEMBL:CHEMBL104296
272620	DASB	CHEMBL:CHEMBL106939
272745	4-METHOXY CHALCONE	CHEMBL:CHEMBL105496
272939	BMS-187308	CHEMBL:CHEMBL106684
272962	FARGLITAZAR	CHEMBL:CHEMBL107367
272968	GW7845	CHEMBL:CHEMBL106666
273110	4,4,4-trifluoro-1-phenylbutane-1,3-dione	CHEMBL:CHEMBL421036
273506	Ro-264550	CHEMBL:CHEMBL419362|DRUGBANK:DB03453
273673	8-CYCLOPENTYLTHEOPHYLLINE	CHEBI:CHEBI:109538|CHEMBL:CHEMBL106265|PUBCHEM:1917
273701	2-methoxy-5-nitroaniline	CAS:99-59-2|CHEBI:CHEBI:48977|CHEMBL:CHEMBL319398|PUBCHEM:7447
273702	2-amino-4-nitrophenol	CAS:99-57-0|CHEBI:CHEBI:82383|CHEMBL:CHEMBL316992|PUBCHEM:3613389
273741	EXAMORELIN	CHEMBL:CHEMBL108335
273970	Benzhydryl-Phosphonic Acid	CHEMBL:CHEMBL106165
274049	PD-0173952	CHEMBL:CHEMBL106772
274245	2-Methoxy-1,4-naphthoquinone	CAS:2348-82-5|CHEBI:CHEBI:69522|CHEMBL:CHEMBL106562|PUBCHEM:16871
274246	RAMENTACEONE	CAS:14787-38-3|CHEBI:CHEBI:8773|CHEMBL:CHEMBL430853|PUBCHEM:26905
274267	N-Phenyl-Hydroxylamine	CAS:100-65-2|CHEBI:CHEBI:28902|CHEMBL:CHEMBL320474|PUBCHEM:7518
274401	NRX195183	CHEMBL:CHEMBL107430|DRUGBANK:DB05653
274421	AGN-194078	CHEMBL:CHEMBL107054
274557	(3-Hydroxyphenyl)(Phenyl)Methanone	CHEMBL:CHEMBL107103
274739	P-Phenylbenzoic Acid	CHEMBL:CHEMBL107057
274832	5-N-ALLYL-ARGININE	CHEMBL:CHEMBL106425
274849	4-(4-fluorophenyl)benzoic acid	CHEMBL:CHEMBL106708|DRUGBANK:DB07108
274966	Benzo[C][1,5]Naphthyridin-6(5H)-One	CHEMBL:CHEMBL320031
275298	MANGOSTIN	CAS:6147-11-1|CHEBI:CHEBI:67547|CHEMBL:CHEMBL323197|HMDB:HMDB0035796|PUBCHEM:5281650
275309	SOBETIROME	CAS:211110-63-3|CHEBI:CHEBI:79988|CHEMBL:CHEMBL107400|DRUGBANK:DB07425|PUBCHEM:9862248
276093	4-(1,2,3,6-tetrahydropyridin-4-yl)phenol hydrochloride	CHEMBL:CHEMBL108787
276123	4-Phenylpyridine	CHEMBL:CHEMBL109074
276182	DIHYDROBETULINIC ACID	CHEMBL:CHEMBL108505
276555	ICI-219680	CHEMBL:CHEMBL320942
276692	ORCINOL	CAS:504-15-4|CHEBI:CHEBI:16536|CHEMBL:CHEMBL110059|PUBCHEM:10436
276788	2-Tert-Butylphenol	CAS:88-18-6|CHEBI:CHEBI:34305|CHEMBL:CHEMBL108851|PUBCHEM:6923
276904	SALICYLADEHYDE	CAS:90-02-8|CHEBI:CHEBI:16008|CHEMBL:CHEMBL108925|HMDB:HMDB0034170|PUBCHEM:6998
276917	MYRISTIC ACID	CAS:544-63-8|CHEBI:CHEBI:28875|CHEMBL:CHEMBL111077|DRUGBANK:DB08231|HMDB:HMDB0000806|PUBCHEM:11005
276943	POTASSIUM IODIDE	CAS:7681-11-0|CHEBI:CHEBI:8346|CHEMBL:CHEMBL1141|DRUGBANK:DB06715|PUBCHEM:4875
277085	MRS-1523	CHEMBL:CHEMBL111545
277118	4-(Valproylamide)-Benzyl Sulfonamide	CHEMBL:CHEMBL432626
277119	4-(Valproylamido)Benzenesulfonamide	CHEMBL:CHEMBL111074
277170	PS-349374	CHEMBL:CHEMBL431861
277374	YM-511	CHEMBL:CHEMBL108425
277381	MRS-1477	CHEMBL:CHEMBL109081
277405	LY-487379	CHEMBL:CHEMBL108939
277415	HYDROXYCHAVICOL	CHEMBL:CHEMBL111134
277417	PS-990762	CHEMBL:CHEMBL324234
277418	PS-681550	CHEMBL:CHEMBL107770
277461	PS-172564	CHEMBL:CHEMBL323465
277613	EUGENYL ACETATE	CAS:93-28-7|CHEBI:CHEBI:34522|CHEMBL:CHEMBL108299|PUBCHEM:7136
277736	ACETRYPTINE	CHEMBL:CHEMBL110317
277738	SINAPINATE	CAS:7362-37-0|CHEBI:CHEBI:15714|CHEMBL:CHEMBL109341|DRUGBANK:DB08587|HMDB:HMDB0032616|PUBCHEM:637775
277759	ENRASENTAN	CHEBI:CHEBI:156258|CHEMBL:CHEMBL431651|DRUGBANK:DB06460|PUBCHEM:178103
277993	NODULARIN	CAS:118399-22-7|CHEBI:CHEBI:80043|CHEMBL:CHEMBL108308|PUBCHEM:14217092
277998	6-methoxy-2,3,4,9-tetrahydro-1H-carbazol-3-amine	CHEMBL:CHEMBL108337
278021	A-182086	CHEMBL:CHEMBL111277
278084	2,6-Dimethyl-Benzenethiol	CHEMBL:CHEMBL321211
278097	2-Cyclopentyl-Phenol	CHEMBL:CHEMBL111194
278143	2'-Phenyl-[2,4']Bibenzooxazolyl	CHEMBL:CHEMBL113081
278158	SYRINGOL	CAS:91-10-1|CHEBI:CHEBI:955|CHEMBL:CHEMBL109652|HMDB:HMDB0034158|PUBCHEM:7041
278159	2,6-Dicyclohexyl-Phenol	CHEMBL:CHEMBL109663
278160	2,6-Dicyclopentyl-Phenol	CHEMBL:CHEMBL111140
278168	2-(5-propoxy-1H-indol-3-yl)ethan-1-amine	CHEMBL:CHEMBL109526
278284	2,4-Diisobutyl-Phenol	CHEMBL:CHEMBL109774
278305	2,6-Diisobutyl-Phenol	CHEMBL:CHEMBL109956
278324	Rac-Huprine H2	CHEMBL:CHEMBL110077
278328	HYDROXYLATED DERIVATIVE	CHEMBL:CHEMBL1147
278337	CACOSPONGIONOLIDE B	CHEMBL:CHEMBL111739
278355	3,5-di-tert-butylphenol	CHEMBL:CHEMBL321841
278409	3,5-Diisopropylcatechol	CHEMBL:CHEMBL111740
278436	2,6-Diethylphenylisothiocyanate	CHEMBL:CHEMBL111084
278437	2,6-Diethylphenylisocyanate	CHEMBL:CHEMBL111198
278563	ABT-866	CHEMBL:CHEMBL326702
278631	2-Isopropyl-Benzenethiol	CHEMBL:CHEMBL111766
278632	2,6-Diethylphenylbromide	CHEMBL:CHEMBL111762
278715	L-796568	CHEMBL:CHEMBL111201
278717	5'-Methylindirubin	CHEMBL:CHEMBL326919
278753	LG100754	CHEMBL:CHEMBL109581
278765	ML-3375	CHEMBL:CHEMBL113419
278783	ML-3163	CHEMBL:CHEMBL111456
278803	5'-Methoxyindirubin	CHEMBL:CHEMBL321192
278812	2,6-Dibromo-Phenol	CAS:608-33-3|CHEBI:CHEBI:19391|CHEMBL:CHEMBL111507|HMDB:HMDB0032080|PUBCHEM:11847
279109	7-methyl-1H-indole	CHEMBL:CHEMBL326430
279119	GALACTOCEREBROSIDE	CHEMBL:CHEMBL110111
279350	2,5-Diphenyl-Furan	CAS:955-83-9|CHEBI:CHEBI:50459|CHEMBL:CHEMBL109224|PUBCHEM:70387
279358	CHLOROLITHIUM	CAS:7447-41-8|CHEBI:CHEBI:48607|CHEMBL:CHEMBL69710|MESH:D018021|PUBCHEM:433294
279386	XT-44	CHEMBL:CHEMBL110304
279399	5-Bromoindole	CHEMBL:CHEMBL325917
279572	QUAZINONE	CHEMBL:CHEMBL320341
279590	DECYLAMINE	CHEBI:CHEBI:166481|CHEMBL:CHEMBL109819|PUBCHEM:8916
279607	DIHYDRORESVERATROL	CHEBI:CHEBI:4582|CHEMBL:CHEMBL111234|DRUGBANK:DB08466|HMDB:HMDB0240498|PUBCHEM:185914
279612	(2R,3S,4R)-1-[(dibutylcarbamoyl)methyl]-2-(2,2-dimethylpentyl)-4-(7-methoxy-1,3-dioxaindan-5-yl)pyrrolidine-3-carboxylic acid	CHEMBL:CHEMBL111612
279643	Tridecanoic Acid 2-Dimethylamino-Ethyl Ester	CHEMBL:CHEMBL113357
279823	ICOSYLAMINE	CHEMBL:CHEMBL110012
279889	MERIDINE	CHEMBL:CHEMBL327101
280059	2-(4-Nitrobenzylsulfanyl)Benzoxazole	CHEBI:CHEBI:107086|CHEMBL:CHEMBL412603|PUBCHEM:497456
280072	CORTISONE	CHEMBL:CHEMBL111861
280234	PD-166326	CHEMBL:CHEMBL327127|DRUGBANK:DB08339
280322	2-Acetylpyrazinen(4)-Methylthiosemicarbazone	CHEMBL:CHEMBL113086
280404	CP-464709-18	CHEMBL:CHEMBL109980
280483	2-(2-Nitrobenzylsulfanyl)Benzoxazole	CHEBI:CHEBI:108195|CHEMBL:CHEMBL112060|PUBCHEM:497458
280630	6,6'-METHOXYGOSSYPOL	CHEMBL:CHEMBL112743
280636	METHOXYARACHIDONOYL FLUOROPHOSPHONATE	CHEMBL:CHEMBL113262
280645	SC-19220	CHEBI:CHEBI:92916|CHEMBL:CHEMBL112816|PUBCHEM:4336830
280705	PP58	CHEMBL:CHEMBL331366
280779	SUBEROHYDROXAMIC ACID	CHEBI:CHEBI:125584|CHEMBL:CHEMBL320497|PUBCHEM:5173
280960	METHYL DODECYLPHOSPHONOFLUORIDOATE	CHEMBL:CHEMBL113263
280986	7-Mercapto-Heptanoic Acid Phenylamide	CHEMBL:CHEMBL325676
281068	7-Methylsulfanyl-Heptanoic Acid Phenylamide	CHEMBL:CHEMBL111805
281202	AR-C133057XX	CHEBI:CHEBI:95013|CHEMBL:CHEMBL114500|DRUGBANK:DB07002|PUBCHEM:9797857
281335	CGP-35582	CHEMBL:CHEMBL113396
281369	6-Mercapto-Hexanoic Acid Phenylamide	CHEMBL:CHEMBL109654
281370	5-Mercapto-Pentanoic Acid Phenylamide	CHEMBL:CHEMBL114344
281387	CI-1018	CHEMBL:CHEMBL111925
281422	BML-210	CAS:537034-17-6|CHEBI:CHEBI:61077|CHEMBL:CHEMBL324053|PUBCHEM:9543540
281501	8-MERCAPTO-OCTANOIC ACID PHENYLAMIDE	CHEMBL:CHEMBL326433
281614	SCOPARONE	CAS:120-08-1|CHEBI:CHEBI:9055|CHEMBL:CHEMBL325864|PUBCHEM:8417
281655	AR-C102222	CHEMBL:CHEMBL447183|DRUGBANK:DB07405
281754	SGS-742	CHEMBL:CHEMBL112797|DRUGBANK:DB05010
281851	4-(aminomethyl)-2,6-difluorophenol hydrobromide	CHEMBL:CHEMBL112496
282100	1-Deaza-Adenosine	CHEMBL:CHEMBL115824|DRUGBANK:DB04218
282244	4-methoxypyridin-2-amine	CHEMBL:CHEMBL113793
282306	1-benzoylpiperazine	CHEMBL:CHEMBL113624
282432	GW0207	CHEMBL:CHEMBL320553
282434	SB-201146	CHEMBL:CHEMBL112338
282450	WIN-63394	CHEMBL:CHEMBL115827
282463	RWJ-68354	CHEMBL:CHEMBL115769
282636	HET0016	CHEMBL:CHEMBL267865
282662	NSC185058	CHEMBL:CHEMBL112597
283000	imidazo[1,2-a]pyrazin-8-amine	CHEMBL:CHEMBL111812
283004	DMP-811	CHEMBL:CHEMBL115021
283048	Pyridine-2-Carbothioic Acid Phenylamide	CHEMBL:CHEMBL114544
283097	7-METHYLXANTHINE	CAS:552-62-5|CHEBI:CHEBI:48991|CHEMBL:CHEMBL321248|HMDB:HMDB0001991|PUBCHEM:68374
283608	NSC-7936	CHEMBL:CHEMBL415711
283628	SR-11237	CHEMBL:CHEMBL112715
283634	SC-56938	CHEMBL:CHEMBL325057
283684	4-(1H-1,3-benzodiazol-2-yl)aniline	CHEMBL:CHEMBL111951
283876	GW9471	CHEMBL:CHEMBL114427
283893	BROUSSOCHALCONE A	CHEMBL:CHEMBL115452
283996	CP-108671	CHEMBL:CHEMBL333564
284148	UK-156406	CHEMBL:CHEMBL430526
284186	CP-471474	CHEMBL:CHEMBL323612
284189	5-(1,3-benzothiazol-2-yl)pyridin-2-amine	CHEMBL:CHEMBL114249
284237	A-70450	CHEMBL:CHEMBL325071
284406	MDL-101146	CHEMBL:CHEMBL115817
284460	2-Amino-6-[(isopropyl)oxy]purine	CHEMBL:CHEMBL114250
284538	NETAZEPIDE	CHEMBL:CHEMBL324547|DRUGBANK:DB12355
284543	FASIDOTRILAT	CHEMBL:CHEMBL325055
284628	WIN-63759	CHEMBL:CHEMBL114992
284699	NSC-623548	CHEMBL:CHEMBL113835
284705	NSC-622445	CHEMBL:CHEMBL115145
284726	NSC-622444	CHEMBL:CHEMBL116347
284983	MEN-11703	CHEMBL:CHEMBL323677
285015	MEN-11667	CHEMBL:CHEMBL114442
285019	MEN-11757	CHEMBL:CHEMBL432986
285049	MEN-11540	CHEMBL:CHEMBL114036
285054	MEN-11749	CHEMBL:CHEMBL323884
285055	MEN-11733	CHEMBL:CHEMBL324106
285092	ALX-0646	CHEMBL:CHEMBL115415
285133	SK-683	CHEMBL:CHEMBL116620
285135	GNF-Pf-607	CHEMBL:CHEMBL113999
285184	MEN-11755	CHEMBL:CHEMBL116969
285185	MEN-11523	CHEMBL:CHEMBL420685
285231	MEN-11990	CHEMBL:CHEMBL116812
285232	MEN-11987	CHEMBL:CHEMBL116871
285292	MEN-11716	CHEMBL:CHEMBL117039
285470	MEN-11983	CHEMBL:CHEMBL113765
285515	MEN-11712	CHEMBL:CHEMBL116564
285560	MEN-11715	CHEMBL:CHEMBL116855
285562	MEN-11970	CHEMBL:CHEMBL324804
285609	WR-243246	CHEMBL:CHEMBL117217
285709	MEN-11877	CHEMBL:CHEMBL324532
285710	MEN-11830	CHEMBL:CHEMBL420859
285735	4-(4-hydroxyphenyl)benzonitrile	CHEMBL:CHEMBL114523
285779	MEN-11986	CHEMBL:CHEMBL114068
285780	SK-104078	CHEBI:CHEBI:125603|CHEMBL:CHEMBL114166|PUBCHEM:122295
285846	1-methyl-3-nitrobenzene	CAS:99-08-1|CHEBI:CHEBI:39931|CHEMBL:CHEMBL114059|PUBCHEM:7422
285892	2-Nitro-Ethanol	CHEMBL:CHEMBL324774
286420	5-iodo-1,2,3,4-tetrahydropyrimidine-2,4-dione	CAS:696-07-1|CHEBI:CHEBI:43636|CHEMBL:CHEMBL1173|DRUGBANK:DB03554|PUBCHEM:69672
286522	SKF-106760	CHEMBL:CHEMBL324568
286639	L-750034	CHEMBL:CHEMBL326492
286655	CIMICOXIB	CAS:265114-23-6|CHEBI:CHEBI:76127|CHEMBL:CHEMBL435381|DRUGBANK:DB05095|PUBCHEM:213053
286658	TIPLASININ	CHEMBL:CHEMBL325441
286665	WAY-170523	CHEBI:CHEBI:92636|CHEMBL:CHEMBL327002|PUBCHEM:9830392
286678	4-(1H-pyrazol-5-yl)pyridine	CHEMBL:CHEMBL116211
286754	BI-12B10	CHEMBL:CHEMBL325170
286761	CL-82198	CHEBI:CHEBI:92019|CHEMBL:CHEMBL116757|PUBCHEM:2777
287022	AR-HO29953XX	CHEMBL:CHEMBL117520
287056	Naphthalene-1-Carboxylic Acid Hydroxyamide	CHEMBL:CHEMBL115468
287115	PHOSPHOHYDANTOCIDIN	CHEMBL:CHEMBL323799|DRUGBANK:DB02493
287151	ALEPLASININ	CHEMBL:CHEMBL325424|DRUGBANK:DB12635
287266	N-PHENYLBENZAMIDE	CHEMBL:CHEMBL115523
287375	KM-233	CHEMBL:CHEMBL119592
287392	SC-22716	CHEMBL:CHEMBL119054
287416	TRIPHENYLMETHANOL	CHEMBL:CHEMBL118166
287417	2-Bromo-Hexadecanoic Acid	CAS:18263-25-7|CHEBI:CHEBI:133152|CHEMBL:CHEMBL118417|PUBCHEM:82145
287771	5-Bromoisatin	CHEBI:CHEBI:149786|CHEMBL:CHEMBL115897|PUBCHEM:6889
287772	5-IODOISATIN	CHEBI:CHEBI:149903|CHEMBL:CHEMBL325480|PUBCHEM:88695
287773	5-FLUOROISATIN	CHEBI:CHEBI:149787|CHEMBL:CHEMBL116040|PUBCHEM:236566
288063	ZONAMPANEL	CHEMBL:CHEMBL119625
288205	5,7-dimethyl-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL333636
288408	3-Methylsulfanyl-Propionaldehyde	CAS:3268-49-3|CHEBI:CHEBI:49017|CHEMBL:CHEMBL333298|HMDB:HMDB0031857|PUBCHEM:18635
288581	O-DEMETHYLATED ADAPALENE	CAS:125316-60-1|CHEBI:CHEBI:88334|CHEMBL:CHEMBL1180|PUBCHEM:135411
288624	DNDI1416954	CHEMBL:CHEMBL116649
288669	5-methyl-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL118883
288733	5-chloro-2,3-dihydro-1H-indole-2,3-dione	CHEBI:CHEBI:149904|CHEMBL:CHEMBL327012|PUBCHEM:87203
288757	1-benzyl-5-chloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL336693
288782	DMH4	CHEMBL:CHEMBL331465
288811	Pyrazolo[1,5-a]pyrimidine 4h	CHEMBL:CHEMBL324153
288835	1-benzyl-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL115581
288836	PHENYL ISATIN	CHEMBL:CHEMBL117447
288890	ISATIN	CAS:91-56-5|CHEBI:CHEBI:27539|CHEMBL:CHEMBL326294|DRUGBANK:DB02095|HMDB:HMDB0061933|MESH:D007510|PUBCHEM:7054
288892	5-NITROISATIN	CHEBI:CHEBI:149791|CHEMBL:CHEMBL118305|PUBCHEM:4669250
289072	1,4-Diiodyl-Benzene	CHEMBL:CHEMBL118312
289074	1-hydroxy-1-oxo-3H-1lambda5,2-benziodaoxol-3-one	CHEBI:CHEBI:52701|CHEMBL:CHEMBL118857|PUBCHEM:339496
289134	GR-55562	CHEBI:CHEBI:92813|CHEMBL:CHEMBL119264|PUBCHEM:128018
289143	2-(2,4-dichlorobenzamido)-5-methylbenzoic acid	CHEMBL:CHEMBL118972
289152	L000021649	CHEMBL:CHEMBL333021
289181	SPIROHYDANTOIN	CHEMBL:CHEMBL117003
289224	2,3,4,5-tetrahydro-1,4-benzothiazepine	CHEMBL:CHEMBL333343
289258	1,3-dimethyl-5-{[4-(trifluoromethyl)phenyl]amino}-1H-pyrazole-4-carbonitrile	CHEMBL:CHEMBL118499
289325	PHENAZINE	CAS:92-82-0|CHEBI:CHEBI:36674|CHEMBL:CHEMBL119870|PUBCHEM:4757
289352	Iodyl-Benzene	CHEMBL:CHEMBL325174
289396	3,4,5-Triiodo-Benzoic Acid	CHEMBL:CHEMBL415511
289449	3-Iodyl-Benzoic Acid	CHEMBL:CHEMBL332161
289474	4-Iodyl-Benzoic Acid	CHEMBL:CHEMBL119805
289580	N-benzyl-2-chloroquinazolin-4-amine	CHEBI:CHEBI:93954|CHEMBL:CHEMBL118193|PUBCHEM:1604254
289688	VUF-10246	CHEMBL:CHEMBL118572
289698	TLGIVCPIC	CHEMBL:CHEMBL119851
289776	THIOSALICYLIC ACID	CAS:147-93-3|CHEBI:CHEBI:59124|CHEMBL:CHEMBL119888|DRUGBANK:DB14026|PUBCHEM:5443
289779	AG 825	CHEBI:CHEBI:75405|CHEMBL:CHEMBL118109|PUBCHEM:6091659
289968	GIGILTVIL	CHEMBL:CHEMBL333247
289971	OVEMOTIDE	CHEMBL:CHEMBL263441
289990	2-(5-methyl-1H-indol-3-yl)ethan-1-amine hydrochloride	CHEBI:CHEBI:125675|CHEMBL:CHEMBL331241|PUBCHEM:15760
290141	LIGNESFAL	CHEMBL:CHEMBL119275
290142	GLACHQLCA	CHEMBL:CHEMBL119133
290145	KIFGSLAFL	CHEMBL:CHEMBL386200
290150	MY-5445	CHEBI:CHEBI:93577|CHEMBL:CHEMBL332898|PUBCHEM:1348
290293	RPR-120844	CHEMBL:CHEMBL331943
290320	3,5-Dichloro-Benzoic Acid	CHEBI:CHEBI:166846|CHEMBL:CHEMBL118280|PUBCHEM:5811
290321	3,5-Dimethyl-Benzoic Acid	CAS:499-06-9|CHEBI:CHEBI:64821|CHEMBL:CHEMBL118239|PUBCHEM:10356
290330	4-Chlorobenzenethiol	CHEMBL:CHEMBL332901
290503	4-Methoxygallic Acid	CHEBI:CHEBI:88738|CHEMBL:CHEMBL118992|PUBCHEM:78016
290504	3,5-Dinitro-Benzoic Acid	CAS:99-34-3|CHEBI:CHEBI:73914|CHEMBL:CHEMBL118713|PUBCHEM:7433
290527	VANILLIC ACID	CAS:121-34-6|CHEBI:CHEBI:30816|CHEMBL:CHEMBL120568|DRUGBANK:DB02130|HMDB:HMDB0000484|PUBCHEM:8468
290715	CGS-23885	CHEMBL:CHEMBL116719
290870	(PENTAFLUOROPHENYL)SULFONYLSULFAMIC ACID	CHEMBL:CHEMBL440336
290878	DISOMOTIDE	CHEMBL:CHEMBL263429
290926	ALMPLYACI	CHEMBL:CHEMBL331109
291068	AL-7182	CHEMBL:CHEMBL331858|DRUGBANK:DB02602
291127	Dansylamide	CHEMBL:CHEMBL119489|DRUGBANK:DB02866
291233	KM-01987	CHEMBL:CHEMBL331329
291280	L-709232	CHEMBL:CHEMBL121742
291289	CGP-191	CHEMBL:CHEMBL122243
291354	TETRAGASTRIN	CAS:1947-37-1|CHEBI:CHEBI:137728|CHEMBL:CHEMBL120632|HMDB:HMDB0005775|PUBCHEM:446569
291410	4-(3,5-dimethyl-1H-pyrazol-1-yl)benzene-1-sulfonamide	CHEMBL:CHEMBL332783
291534	BCTC	CHEMBL:CHEMBL441472
291600	Cocaine	CHEMBL:CHEMBL120901
291601	FLAZALONE	CHEMBL:CHEMBL120951
291679	NSC-71033	CHEMBL:CHEMBL116548
291727	RP-73467	CHEMBL:CHEMBL119990
291783	THIRAM	CAS:137-26-8|CHEBI:CHEBI:9495|CHEMBL:CHEMBL120563|DRUGBANK:DB13245|MESH:D013893|PUBCHEM:5455
291835	BIS(DIBENZYLAMINETHIOCARBONYL)DISULFIDE	CHEMBL:CHEMBL120082
291906	TCMDC-137179	CHEMBL:CHEMBL121644
291973	L-732106	CHEMBL:CHEMBL122119
291992	NSC-121513	CHEMBL:CHEMBL332892
292041	dimethyl[(pyridin-3-yl)methyl]amine	CHEMBL:CHEMBL331904
292147	DOMOATE	CHEMBL:CHEMBL420720
292164	NSC-402538	CHEMBL:CHEMBL121556
292165	BIS(PIPERIDINYLTHIOCARBONYL)DISULFIDE	CHEMBL:CHEMBL121516|DRUGBANK:DB14174
292220	PHOSPHORIC ACID	CAS:7664-38-2|CHEBI:CHEBI:26078|CHEMBL:CHEMBL1187|DRUGBANK:DB09394|HMDB:HMDB0001429|PUBCHEM:1004
292649	7-Dehydro-Estradiol	CAS:3563-27-7|CHEBI:CHEBI:62851|CHEMBL:CHEMBL121458|PUBCHEM:11954027
292709	A-192621	CHEMBL:CHEMBL332794
293073	2-Hydroxysulfamoyl-Benzoic Acid	CHEMBL:CHEMBL333532
293130	Dihomo-Gamma-Linolenoyl Ethanolamide	CAS:150314-34-4|CHEBI:CHEBI:34488|CHEMBL:CHEMBL121229|HMDB:HMDB0013625|PUBCHEM:5282272
293330	GANSTIGMINE	CHEMBL:CHEMBL121810|DRUGBANK:DB06525
293383	EMATE	CHEMBL:CHEMBL122708
293516	7-DEAZAXANTHINE	CHEMBL:CHEMBL122899
293546	GR-65630	CAS:117186-80-8|CHEBI:CHEBI:87784|CHEMBL:CHEMBL122903|PUBCHEM:5311136
293668	ESERIDINE	CAS:25573-43-7|CHEBI:CHEBI:4855|CHEMBL:CHEMBL123248|PUBCHEM:65719
293756	CB-30685	CHEMBL:CHEMBL123446
293961	Benzyl-Phosphonothioic Acid	CHEMBL:CHEMBL123163
293981	Methylsulfanylmethyl-Phosphonothioic Acid	CHEMBL:CHEMBL122097
294042	1-NAPHTHOL	CAS:90-15-3|CHEBI:CHEBI:10319|CHEMBL:CHEMBL122617|HMDB:HMDB0012138|PUBCHEM:7005
294058	Methyl-Phosphonothioic Acid	CHEMBL:CHEMBL122577
